gender,name,origin,meaning
M,Shavqi,Arabcha,"Juda qo‘msalgan, armon qilingan, istalgan bola. Asli: Shavqiddin"
M,Shavqiddin,Arabcha,Dinning zavqi; din baxsh etadigan zavq; rohat yoki dinni o‘ta qo‘msovchi
M,"Shaymon, Shaymonboy",Arabcha,Shaymuhammad ismining eq.shakli. Eht.: Shayxmuhammad
M,Shaymonqul,Arabcha,Qar. Shaymon (Shaymon+qul)
M,Shaymuhammad,Arabcha,Eht.: Shayxmuhammad
M,Shayx,Arabcha,"Diniy boshliq, diniy ustoz"
M,Shayxzoda,"Arabcha, fors-tojikcha","Shayxning o‘g‘li, shayxlar avlodiga mansub bola"
M,Shayxzamon,Arabcha,"Dinning mashhur boshlig‘I, taniqli taqvodor"
M,Shayxi,Arabcha,Qar. Shayxiddin
M,Shayxiddin,Arabcha,"Din boshlig‘I, taqvodor, xudojo‘y; din homiysi"
M,Shayxin,Arabcha,Shayx so‘zi bilan boshlangan ba’zi qo‘shma ismlarning (Shayxmuhammad) eq.shakli
M,Shayxislom,Arabcha,"Islom dini homiysi, islom dini boshlig‘i, pevshosi"
M,Shayxmuhammad,Arabcha,"Aynan: Muhammad (sav) diniy rahbar, boshliq, din sardoridir yoki qar. Shayx va Muhammad"
M,Shayxnazar,Arabcha,Shayx (avliyo) muruvvat qilib erishilgan bola yoki qar. Shayx va Nazar
M,Shayxrozi,Arabcha,Qar. Shayx va Rozi (Roziq)
M,Shayxulla,Arabcha,"Alloh bergan din sardori, peshvosi"
M,Shayxulmardon,"Arabcha, fors-tojikcha","Erlarning (mardlarning), jasurlarning sardori"
M,Shakar,Fors-tojikcha,"Shirin, yoqimtoy, suyukli bola. Shakllari: Shakarboy, Shakarbek, Shakargul, Shakarjon, Shakarxon"
M,Shakarali,"Fors-tojikcha, arabcha","Shirin, yoqimtoy, suyukli bolani Ali o‘z panohida asrasin"
M,Shakarxo‘ja,Fors-tojikcha,"Xo‘jalar avlodiga mansub shirin, yoqimtoy bola"
M,Shaman,Fors-tojikcha,Qar. Shoymardon yoki shu kabi qo‘shma ismlarning eq.shakli
M,Shami,Arabcha,"Shamim, Shamin - yoqimli, xushbo‘y yoki Shamsiddin, Shamsulla kabi ismlarning eq.shakli"
M,Shamolboy,"Arabcha, o‘zbekcha","Kuchli shamol,  bo‘ron paytida tug‘ilgan bola"
M,Shamoliddin,Arabcha,"Din shamoli, dinning kuchli nafasi, eht.: Jamoliddin (qar.)"
M,Shamsi,Arabcha,"Quyosh, yorug‘, ravshan, nurli. Asli: Shamsiddin, Shamsulla"
M,Shamsiddin,Arabcha,"Dinning quyoshi, nuri, yog‘dusi"
M,Shamsiy,Arabcha,"Oftobmonand, quyoshdek mehrli, otashqalb"
M,Shamsikamol,Arabcha,"Yetuklik, kamol quyoshi"
M,Shamsimiza,"Arabcha, fors-tojikcha","Qar. Shamsi va Mirza yoki aslzodalar, shohzodalarning eng yuksagi, nurlisi"
M,Shamsimuhammad,Arabcha,"Muhammad (sav) payg‘ambarning nuri, quyoshi va mehri, muruvvati, tuhfasi"
M,Shamsinazar,Arabcha,Qar. Shamsi va Nazar
M,Shamsinahor,Arabcha,Tong quyoshi
M,Shamsinur,Arabcha,"Quyosh nuri yoki Nur (qar.), ya’ni Allohning mehri, muruvvati"
M,Shamsixo‘ja,"Arabcha, fors-tojikcha","Xo‘jalar avlodidan bo‘lgan quyoshdek yuksak, iqboli baland bola"
M,Shamsiqora,"Arabcha, o‘zbekcha","Quyoshdek nurli, kuchli, qadrli bola"
M,Shamsiqul,"Arabcha, o‘zbekcha","Quyoshni olqishlovchi, quyosh farzandi yoki Shamsi (Shamsi+qul)"
M,Shamsuddin,Arabcha,Qar. Shamsiddin
M,Shamsulla,Arabcha,"Alloh nuri, yog‘dusi, ya’ni Allohning mehri, muruvvati. Bu nom Muhammad (sav)ning sifatlaridan biridir"
M,Shamsulmulk,Arabcha,"Podshohlar quyoshi; davlat quyoshi, mash’ali"
M,Shamsulhaq,Arabcha,"Halollik, to‘g‘rilik, haqiqat quyoshi"
M,Shamxol,Fors-tojikcha,"Eski, qadimiy pilta miltiq, musket yoki vali, dono"
M,"Shamshar, Shamsharjon",Fors-tojikcha,Qar. Shamsir
M,"Shamsir, Shamshirboy","Fors-tojikcha, yunoncha",Tig‘ (shamshir) dek mustahkam va o‘tkir yigit bo‘lsin
M,"Sharaf, Sharafjon",Arabcha,"Or, nomus, obro‘y, faxr, iftixor, ulug‘lik; aziz, qadr-qimmatli. Asli: Sharafiddin, Sharofulla"
M,Sharafiddin,Arabcha,"Dinning salobati, ulug‘vorligi, buyukligi"
M,Sharafulla,Arabcha,"Allohning madhi, sharafi; shonu-shuhrati yoki Allohning shonli farzandi"
M,Shariat,Arabcha,"To‘g‘ri yo‘l, ilohiy yo‘l; islom dini qoidalari"
M,Shariatulla,Arabcha,Allohning diniy talab va qoidalari yoki Allohning taqvodor bandasi
M,Sharif,Arabcha,"Ilohiy, muqaddas, aziz, e’zozli yoki toza, pokiza, vijdonli"
M,Sharifjon,"Arabcha, fors-tojikcha",Qar. Sharif (Sharif+jon)
M,Sharifmirza,"Arabcha, fors-tojikcha",Qar. Sharif va Mirza
M,Sharifnazar,Arabcha,"Muqaddas avliyolar, e’tibori (nazari) tushgan bola"
M,Sharifnafas,Arabcha,"Muqaddas, avliyolarning qudrati (nafasi) tufayli erishilgan bola"
M,Sharifniyoz,"Arabcha, fors-tojikcha","Muqaddas avliyolar ulug‘lardan o‘tinib, so‘rab olingan bola yoki muqaddas avliyolarning tuhfasi, ehsoni"
M,Shariftursun,"Arabcha, o‘zbekcha","Aziz, qadrli bola turib qolsin, ya’ni yashasin, o‘lmasin"
M,Sharifxo‘ja,"Arabcha, fors-tojikcha","Xo‘jalar avlodiga mansub bo‘lgan qadrli, e’zozli bola"
M,Sharifqori,Arabcha,Qar. Sharif va Qori
M,Sharifqul,"Arabcha, o‘zbekcha","Muqaddas avliyolarning xizmatkori, quli yoki Allohning hurmatga, e’zozga sazovor bandasi"
M,Sharof,Arabcha,"Qar. Sharofiddin. Shakllari: Sharofjon, Sharofxon"
M,Sharofat,Arabcha,"Oliyjanob, oliyhimmat - toza, pokiza"
M,Sharofiddin,Arabcha,Qar. Sharafiddin
M,Sharofxo‘ja,"Arabcha, fors-tojikcha","Xo‘jalar avlodiga mansub bo‘lgan qadrli, e’zozli bola"
M,Shafaq,Arabcha,Kun botish (shafaq) paytida yoki tongda tug‘ilgan bola
M,Shafi’,Arabcha,"Qanoat qiluvchi yoki shafqat qiluvchi, mehribon; toza, pokiza"
M,Shafiq,Arabcha,"Mehribon, shafqatli, marhamatli"
M,Shafoat,Arabcha,"o‘rtada turib vositachilik qiluvchi, himoya qiluvchi"
M,Shafqat,Arabcha,"Rahmdil, mehribon; kechiruvchi"
M,Shafqatulla,Arabcha,"Alloh rahm qilib bergan bola yoki Alohning rahmdil, mehribon bandasi"
M,Sha’bon,Arabcha,"Xijriy yil hisobi bilan 8 oy nomi, ya’ni shabon oyida tug‘ilgan bola"
M,Shag‘al,o‘zbekcha,Shag‘al (tosh)dek mustahkam bo‘lsin yoki shag‘al urug‘iga (qongirot qabilasining tarmogi) mansub bola
M,Shahaddin,Arabcha,Eht.: Shahobiddin
M,Shahar,Fors-tojikcha,"Shaharda, shaharga kelganda tug‘ilgan bola. Shakllari: Shaharboy, Shahargul, Shaharjon, Shaharoy"
M,Shaharmurod,"Fors-tojikcha, arabcha","Shaharda erishilgan orzu, armon"
M,Shaharnasib,"Fors-tojikcha, arabcha","Shaharda tug‘ilgan, shaharda nasib qilingan bola"
M,Shahboz,Fors-tojikcha,"Aynan: Shunqor, lochin, ya’ni dovyurak, mard; chaqqon, sezgir"
M,Shahvor,Fors-tojikcha,"Shohona, shohlarcha; yirik, yuksak, a’lo"
M,Shahd,Arabcha,"Bol, asal; shirin, yoqimtoy. Eht.: Shahid, Shohid"
M,Shahdam,Fors-tojikcha,"Dadil, qat’iy, mahkam; jasurona"
M,Shahid,Arabcha,"Din yo‘lida qurbon (halok) bo‘luvchi yoki chiroyli, dilbar"
M,"Shahin, Shohin",Fors-tojikcha,"Aynan: Lochin, ya’ni dovyurak, jasur; chaqqon, epchil, sezgir"
M,Shahir,Arabcha,"Ma’lum, taniqli; mashhur, atoqli"
M,Shahob,Arabcha,"Nurli, nurli yulduz; to‘q qizil, qirmizi yog‘du sochuvchi"
M,Shahobberdi,"Arabcha, o‘zbekcha","Alloh nurli, tolei baland farzand ato qildi"
M,Shahobmirza,"Arabcha, fors-tojikcha",Qar. Shahob va Mirza
M,Shahrzod,Fors-tojikcha,"Ochiq chehrali, jilmayib, xayrixohlik bilan boquvchi"
M,Shahri,Fors-tojikcha,"Qar. Shahriddin, Shahriyor. Shakllari: Shahriboy, Shahribibi, Shahrigul, Shahrixon"
M,Shahriddin,"Fors-tojikcha, arabcha","Aynan: Din shohi yoki dinni asrovchi, dinning tayanchi bo‘lgan hukmron, shoh"
M,Shahriyor,Fors-tojikcha,"Buyuk, podshoh; shohlar shohi, shohanshoh"
M,Shahrizoda,Fors-tojikcha,"Shohlar, aslzodalar nasliga mansub bola; podshohzoda, shohzoda"
M,Shahrinasib,"Fors-tojikcha, arabcha",Qar. Shaharnasib
M,Shahsuvor,Fors-tojikcha,"Otga mingan chiroyli bola, mohir chavandoz, suvori; ot ustidagi go‘zal"
M,Sher,Fors-tojikcha,"Aynan: Arslon, arslondek dalir, jasur, qahramon yoki sanskircha: sher-tosh, ya’ni mustahkam, mahkam"
M,Sherabek,"Fors-tojikcha, o‘zbekcha",Eht.: Sheralibek
M,Sherazim,"Fors-tojikcha, arabcha",Qar. Sher va Azim
M,Sherali,"Fors-tojikcha, arabcha","Shiit musulmonlar xalif Alini jasurligi uchun Alloh sheri deb yurishgan yoki sherdek jasur, dovyurak o‘g‘ilni Ali o‘z panohida asrasin"
M,Sheran,"Fors-tojikcha, arabcha",Sher so‘zi bilan boshlangan ba’zi qo‘shma ismlarning eq.shakli
M,Sherarslon,"Fors-tojikcha, o‘zbekcha","Sher va arslondek dovyurak, jasur bola"
M,Sherafg‘on,Fors-tojikcha,"Sherni qaytaruvchi, sherni yenguvchi, yiqituvchi"
M,Sherahmad,"Fors-tojikcha, arabcha",Qar. Sher va Ahmad
M,Sherbadal,"Fors-tojikcha, arabcha",Avvalgi turmagan bolalar evaziga (o‘rniga) berilgan dovyurak bola
M,Sherbek,"Fors-tojikcha, o‘zbekcha",Beklar avlodiga mansub bo‘lgan dovyurak bola
M,Sherberdi,"Fors-tojikcha, o‘zbekcha",Alloh ato qilgan bola sherdek dovyurak bo‘lsin
M,Sherboy,"Fors-tojikcha, o‘zbekcha",Qar .Sher (Sher+boy)
M,Sherbola,"Fors-tojikcha, o‘zbekcha","Sherdek dovyurak, qudratli bola"
M,Sherbo‘ta,"Fors-tojikcha, o‘zbekcha",Qar. Sher va Bo‘ta
M,Shervali,"Fors-tojikcha, arabcha",Qar. Sher va Vali
M,Sherdil,Fors-tojikcha,"Sheryurak; jasur, qo‘rqmas, dovyurak"
M,"Sherdon, Sherdonboy",Fors-tojikcha,Qar. Sherdono yoki sherdon urug‘i (qipchoq qabilasi tarkibida)ga mansub bola
M,Sherdono,Fors-tojikcha,"Sherdek dovyurak, qudratli va aqlli, dono bola"
M,Sherdonqul,"Fors-tojikcha, o‘zbekcha",Qar. Sherdono (Sherdono+qul)
M,Sherjahon,Fors-tojikcha,"Aynan: Olamning sheri, ya’ni dunyodagi eng dovyurak, qudratli bola"
M,Sherjon,Fors-tojikcha,"Aziz, suyukli bola sherdek dovyurak bo‘lsin"
M,Sherzod,Fors-tojikcha,"Aynan: Sher bolasi, ya’ni dovyuraklar, jasurlar avlodidan bo‘lgan bola"
M,Sherikboy,"Arabcha, o‘zbekcha","o‘zidan oldingi bolalarga yoki otasiga do‘st, esh bo‘lib yursin yoki sherik-cherik, jangchi, kurashchi"
M,Sherikbo‘l,"Arabcha, o‘zbekcha","o‘zidan oldingi bolalarga yoki otasiga do‘st, esh bo‘lib yursin"
M,Sherim,Fors-tojikcha,Sher so‘zi bilan boshlangan ba’zi qo‘shma ismlar (Shermuhammad va b.) ning eq.shakli
M,Sheryigit,"Fors-tojikcha, o‘zbekcha","Dovyurak, qudratli yigit bo‘lsin"
M,Sherkeldi,"Fors-tojikcha, o‘zbekcha",Sher kabi dovyurak o‘g‘il tug‘ildi
M,Shekmalik,"Fors-tojikcha, arabcha","Basavlat, viroqli, shohona yoki sherdek qudratli, jasur o‘g‘il ulug‘ martabali bo‘lsin"
M,Shermamat,"Fors-tojikcha, arabcha",Qar. Shermuhammad
M,"Sherman, Shermon","Fors-tojikcha, arabcha","Shernazar, Sherniyoz, Shermuhammad kabi ismlarning eq.shakli"
M,Shermard,Fors-tojikcha,"Shersifat, sherga o‘xshash; jasur, dovyurak bola"
M,Shetmat,"Fors-tojikcha, arabcha",Qar. Shermuhammad
M,Shermatali,"Fors-tojikcha, arabcha",Qar. Shermuhammad va Ali
M,Shermengli,"Fors-tojikcha, o‘zbekcha","Badanida xol bilan tug‘ilgan sherdek jasur, qudratli bola"
M,Shermirza,Fors-tojikcha,"Sherdek qudratli, jasur va mirzolardek savodxon, kelishgan yigit bo‘lsin"
M,Shermurod,"Fors-tojikcha, arabcha",Sherdek dovyurak o‘g‘il ulg‘ayib murod-maqsadiga yetsin
M,Shermuhammad,"Fors-tojikcha, arabcha","Sherdek dovyurak, jasur o‘g‘ilni Muhammad o‘z panohida asrasin"
M,Shermo‘min,"Fors-tojikcha, arabcha",Qar. Sher va Mo‘min
M,Shernazar,"Fors-tojikcha, arabcha",Alloh muruvvat (nazar) qilib bergan sherdek jasur bola
M,Shernafas,"Fors-tojikcha, arabcha",Allohning qudrati (nafasi) bilan dunyoga kelgan sherdek dovyurak bola
M,Sherniyoz,"Fors-tojikcha, arabcha","Allohdan o‘tinib, iltijolar qilib olingan sherdek qudratli bola"
M,Shernoz,Fors-tojikcha,Qar. Sher va Noz
M,Sherobod,Fors-tojikcha,"Sherdek qudratli o‘g‘ilning hayoti farovon, obod bo‘sin"
M,Sherodil,"Fors-tojikcha, arabcha","Sherdek qudratli va haqgo‘y, adolatli bola"
M,Sherozi,Fors-tojikcha,"Sherozlik (Erondagi shahar) yoki sherozidek (ko‘kish tusdagi qoraqo‘l teri) qimmatli, nodir bola"
M,Sherozod,Fors-tojikcha,"Sherdek qudratli, jasur va hur, baxtiyor bo‘lib o‘ssin"
M,Sheromon,"Fors-tojikcha, arabcha",Sherdek jasur bola sog‘-salomat bo‘lsin
M,Sherpo‘lat,Fors-tojikcha,"Sherdek jasur, qudratli va po‘latdek mustahkam bola"
M,Shertemir,"Fors-tojikcha, arabcha","Sherdek jasur, qudratli va temirdek mustahkam bola"
M,Shertoy,"Fors-tojikcha, arabcha","Sherdek, shersifat, qudratli bola yoki sherdek jasur hamda suyukli (erkatoy) bola"
M,Shertoyloq,"Fors-tojikcha, o‘zbekcha","Sherdek jasur, dovyurak hamda suyukli (yoqimtoy) bola"
M,Sherud,Fors-tojikcha,"Sher bolasi; sherbachcha, ya’ni mard, jasur, qudratli"
M,Sherxol,Fors-tojikcha,Badanida xoli bor bola sherdek dovyurak bo‘lsin
M,Sherxon,Fors-tojikcha,"Jasur, dovyurak bola"
M,Sherxo‘ja,Fors-tojikcha,"Xo‘jalar avlodiga mansub dovyurak, jasur bola"
M,Shershod,Fors-tojikcha,"Sherdek dovyurak va shodon, baxtiyor bola"
M,Sheryazdon,Fors-tojikcha,"Alloh (yazdon) bergan sherdek, qo‘rqmas, dovyurak bola"
M,Sherqobil,"Fors-tojikcha, arabcha","Sherdek dovyurak, jasur va odobli, musulmon-qobil bola"
M,Sherqozi,"Fors-tojikcha, arabcha",Qar. Sher va Qozi
M,Sherqurbon,"Fors-tojikcha, arabcha","Qurbon oyida tug‘ilgan jasur,dovyurak bola"
M,Sherqo‘zi,"Fors-tojikcha, o‘zbekcha",Qar. Sher va Qo‘zi
M,Sherg‘ozi,"Fors-tojikcha, arabcha",Din uchun kurashuvchi dovyurak bola yoki dinning jasur askari
M,Sherhad,Fors-tojikcha,Eht.: Sherahad (qar.)
M,Shiddat,Arabcha,"Kuchli, qudratli, shiddatli"
M,"Shijoat, Shujoat",Arabcha,"Qo‘rqmas, dovyurak, g‘ayratli, shiddatli"
M,Shijoatali,Arabcha,"Kuchli, jasur bolani Ali o‘z panohida asrasin yoki Alining jasurligi, mardligi"
M,Shijoatdin,Arabcha,"Dinning dovyurak, jasur qo‘riqchisi yoki dinning qudrati, kuchi; mo‘jizasi"
M,Shior,Arabcha,"Hayot yo‘li; maqsad; orzu, g‘oya. Asli: Shiorulla"
M,Shiorulla,Arabcha,"Allohning yo‘li, yo‘l-yo‘rig‘I yoki badanida Alloh bergan biror belgi, nishona bilan tugilgan bola"
M,Shirinqul,"Fors-tojikcha, o‘zbekcha","Allohning yoqimli, suyukli bandasi, quli"
M,Shiroq,o‘zbekcha,"Shamchiroq, qora chiroq yoki shiroq kovush ipi, bandi"
M,Shig‘ay,"o‘zbekcha, qadimiy turkiycha","Qashshoq, farzandga muhtoj bo‘lib yurib topilgan bola"
M,Shihob,Arabcha,"Yorug‘ yulduz; o‘t, olov, yolqin yoki yorug‘, nurli; Sol: Shahobiddin"
M,Shihobiddin,Arabcha,"Dinning nuri, yog‘dusi; dinning porloq yulduzi yoki dinning nurli, tolei baland farzandi. Sol: Shahobiddin"
M,Shahobiddin,Arabcha,"Dinning nuri, yog‘dusi; dinning porloq yulduzi yoki dinning nurli, tolei baland farzandi. Shakllari: Shahobiddinxon, Shahob."
M,Shaxobiddin,Arabcha,"Dinning nuri, yog‘dusi; dinning porloq yulduzi yoki dinning nurli, tolei baland farzandi. Shakllari: Shahobiddinxon, Shahob."
M,Sho,Fors-tojikcha,"Shoh, hukmdor, podshoh yoki ulug‘ martabali"
M,Shoabdi,"Fors-tojikcha, arabcha","Shodning xizmatkori, quli, asiri"
M,Shoabbos,"Fors-tojikcha, arabcha",Qar. Shoh va Abbos
M,Shoabdukarim,"Fors-tojikcha, arabcha",Qar. Sho(h) va Abdukarim
M,Shoabdulla,"Fors-tojikcha, arabcha",Qar. Shoh va Abdulla
M,Shoabdurahim,"Fors-tojikcha, arabcha",Qar. Sho va Abdurahim
M,Shoabdurahmon,"Fors-tojikcha, arabcha",Qar. Sho va Abdurahmon
M,Shoabduqodir,"Fors-tojikcha, arabcha",Qar. Sho va Abduqodir
M,Shoadham,"Fors-tojikcha, arabcha",Qar. Sho ba Adham
M,Shoaziz,"Fors-tojikcha, arabcha","Qadrli, aziz yoki qar. Sho(h) va Aziz"
M,Shoakbar,"Fors-tojikcha, arabcha","Ulug‘, mo‘tabar shoh yoki qar. Sho(h) va Akbar"
M,Shoakram,"Fors-tojikcha, arabcha","Saxiy, olijanob, mehribon shoh yoki qar. Sho(h) va Akram"
M,Shoalim,"Fors-tojikcha, arabcha","Biluvchi, bilimdon, dono shoh yoki qar. Sho(h) va Alim"
M,Shoamir,"Fors-tojikcha, arabcha","Bilimdon, ulug‘ hukmron yoki qar. Sho(h) va Amir"
M,Shoanvar,"Fors-tojikcha, arabcha","Nurli, nur sochuvchi, yorqin, ravshan shoh yoki qar. Sho(h) va Anvar"
M,Shoasil,"Fors-tojikcha, arabcha","Asilzoda, muqaddas, mo‘tabar sho(h) yoki qar. Sho(h) va Asil"
M,Shoasqar,"Fors-tojikcha, arabcha",Qar. Sho(h) va Asqar
M,Shoafzal,"Fors-tojikcha, arabcha","Maqbul, ortiq, yuqori turuvchi, a’lo sho(h) yoki qar. Sho(h) va Afzal"
M,Shoahmad,"Fors-tojikcha, arabcha",Qar. Sho(h) va Ahmad
M,Shoahror,"Fors-tojikcha, arabcha","Mehribon, rahmdil, jo‘mard sho(h) yoki qar. Sho(h) va Ahror"
M,Shobarot,"Fors-tojikcha, arabcha","Oppoq kechada, musulmonlar bayrami kechasiga tug‘ilgan yoki hur, erkin"
M,Shobahrom,Fors-tojikcha,"g‘olib, muzaffar, sho(h) aniqrog‘I yovuz kuch Britani quvlovchi, haydovchi yoki qar. Sho(h) va Bahrom"
M,Shobek,"Fors-tojikcha, o‘zbekcha",Beklar avlodiga mansub ulug‘ martabali bola
M,Shoberdi,"Fors-tojikcha, o‘zbekcha",Alloh ato qilgan ulug‘ martabali bola
M,"Shobon, Sha’bon",Fors-tojikcha,Sha’bon oyida tug‘ilgan baland martabali bola
M,Shoburhon,"Fors-tojikcha, arabcha",Qar. Sho(h) va Burhon
M,Shobo‘ri,"Fors-tojikcha, o‘zbekcha",Qar. Sho(h) va Bo‘ri
M,Shobo‘ta,"Fors-tojikcha, o‘zbekcha",Qar. Sho(h) va Bo‘ta
M,Shovalad,"Fors-tojikcha, arabcha","Shoh o‘g‘li, shoh naslining davomchisi, merosxo‘ri"
M,Shovali,"Fors-tojikcha, arabcha","Allohning yaqini bo‘lgan shoh, muqaddas shoh"
M,Shovahhob,"Fors-tojikcha, arabcha",Qar. Sho(h) va Vahhob
M,Shovvoz,Fors-tojikcha,"Azamat, ziyrak, epchil bola"
M,Shod,Fors-tojikcha,"Shodon, quvnoq, baxtiyor bola. Shakllari: Shodboy, Shodbek, Shodoy"
M,Shodali,Fosr-tojikcha,"Quvnoq baxtiyor bolani Ali o‘z panohida asrasin yoki Ali ato qilgan shodlik, baxtiyorlik"
M,Shodguna,Fors-tojikcha,"Quvnoq, xushchaqchaq, xurram yoki kuychi, musiqasi"
M,Shoddil,Fors-tojikcha,"Quvnoq qalbli, xushchaqchaq, ochiq ko‘ngil yol dilni shodlatuvchi, ko‘ngilni yaratuvchi"
M,Shodi,Fors-tojikcha,"Quvnoqli, baxtiyorlik. Shakllari: Shodibek, Shodigul, Shodixon"
M,Shodiahmad,"Fors-tojikcha, arabcha","Qar. Shodi va Ahmad yoki Ahmad (qar.), ya’ni payg‘ambar bergan shodlik, baxt"
M,Shodibek,"Fors-tojikcha, o‘zbekcha","Beklar avlodiga mansub quvnoq, baxtiyor bola"
M,Shodiyor,Fosr-tojikcha,"Quvnoqlik, shodlikning hamrog‘I, do‘sti yoki doimo shodlik, baxtiyorlik hamrohi bo‘lsin"
M,"Shodil,  Shoddil",Fors-tojikcha,"Quvnoq, shodon qalbli, xushchaqchaq bola"
M,"Shodilbek, Shoddilbek","Fors-tojikcha, o‘zbekcha",Beklar avlodiga mansub bo‘lgan xushchaqchaq bola
M,Shodimat,"Fors-tojikcha, arabcha",Qar. Shodimuhammad
M,Shodimirza,Fors-tojikcha,"Quvnoq, baxtiyor hamda mirzolardek kelishgan, o‘qimishli yigit bo‘lsin"
M,Shodimurod,"Fors-tojikcha, arabcha","Shodligimiz, maqsadimiz, orzuimiz bo‘lgan bola"
M,Shodimuhammad,"Fors-tojikcha, arabcha","Muhammad (sav) ato qilgan shodlik, baxtiyorlik yoki hayoti quvnoq, shodon bo‘lsin va Muhammad (sav) qo‘llab yursin"
M,Shodito‘ra,"Fors-tojikcha, o‘zbekcha",Qar. Shodi va To‘ra
M,Shodixo‘ja,Fors-tojikcha,"Xo‘jalar avlodiga mansub bo‘lgan quvnoq, baxtiyor bola"
M,Shodkom,Fors-tojikcha,"Doimo shodon, xursand bola"
M,Shodlik,"Fors-tojikcha, o‘zbekcha","Baxtiyorlik, quvonchning boisi bo‘lgan bola yoki shodlik, baxtiyorlik hamrohi bo‘lsin"
M,Shodmad,"Fors-tojikcha, arabcha",Qar. Shodimuhammad
M,Shodmon,Fors-tojikcha,"Xursand, mamnun, baxtiyor bola yoki umri doimo shodlikda o‘tsin"
M,Shodmonali,"Fors-tojikcha, arabcha","Umri xursandlik, baxtiyorlikda o‘tsin va Ali o‘z panohida asrasin"
M,Shodmonxo‘ja,Fors-tojikcha,Xo‘jalar avlodidan bo‘lgan baxtiyor bola
M,Shodmonqul,"Fors-tojikcha, o‘zbekcha","Allohning quvnoq, baxtiyor bandasi, quli"
M,Shodon,Fors-tojikcha,"Xursand, baxtiyor, mamnun"
M,Shoyonbek,"Fors-tojikcha, o‘zbekcha","E’zoz, etiborga loyiq, orzu qilingan bola"
M,Shoyoqub,"Fors-tojikcha, qadimiy yahudiycha",Qar. Sho(h) va Yoqub (Ya’kub)
M,Shojalil,"Fors-tojikcha, arabcha","Ulug‘vor, buyuk shoh yoki qar. Sho(h) va Jalil"
M,Shojamol,"Fors-tojikcha, arabcha","Go‘zal, kelishgan shoh; yetuk, komil, kamolotga yetgan shoh yoki qar. Sho(h) va Jamol"
M,Shojahon,Fors-tojikcha,"Butun olamning shohu, jahon hukmdori"
M,Shojon,Fors-tojikcha,"Jondek aziz, suyukli o‘g‘il ulg‘ayib ulug‘ martabalar sohibi bolsin"
M,Shozamon,"Fors-tojikcha, arabcha","Davr, zamon shohi"
M,Shozafar,"Fors-tojikcha, arabcha","g‘oliblik shohi; muzaffar, yengilmash shoh"
M,Shoziyod,Fors-tojikcha,"Shohlarning eng afzali, ustuni; shohlar shohi yoki kamolga yetuvchi shoh yohud Allohning tuhfasi, ehsoni bo‘lgan o‘g‘il ulg‘ayib ulug martabalar sohibi bolsin"
M,Shozod,Fors-tojikcha,"Shohlar, hukmronlar avlodiga mansub bola. Sol: Shohzod"
M,Shozot,Fors-tojikcha,"Shohlar avlodiga mansub bola, aslzoda. Qar. Shozod"
M,Shoikrom,"Fors-tojikcha, arabcha",Qar. Sho(h) va Ikrom
M,Shoilyos,"Fors-tojikcha, qadimiy yahudiycha",Qar. Sho(h) va Ilyos
M,Shoimom,Fors-tojikcha,"Qar. Sho(h) va Imom yoki imom (diniy rahbar, peshvo) larning ulug‘I, yetugi, kamolga yetgani; yohud qar. Sho(h) va Imom"
M,Shoinoyat,"Fors-tojikcha, arabcha",Alloh iltifot rahm qilib bergan o‘g‘il ulg‘ayib ulug‘ martabalar sohibi bolsin
M,Shoinog‘om,"Fors-tojikcha, arabcha",Qar. Sho(h) va Inog‘om
M,Shoin’om,"Fors-tojikcha, arabcha","Allohning tuhfasi, sovg‘asi bo‘lgan bola ulg‘ayib ulug‘ martabalar egasi bolsin"
M,Shoir,Arabcha,"Shoir, go‘zal nutq sohibi, notiq bo‘lsin"
M,Shoislom,"Fors-tojikcha, arabcha","Islom hukmdori, islomning tayanchi yoki qar. Sho(h) va Islom"
M,Shoismat,"Fors-tojikcha, arabcha","Pokiza, ozoda o‘g‘il ulg‘ayib ulug‘ martabalar sohibi bolsin"
M,Shoismoil,"Fors-tojikcha, qadimiy yahudiycha",Qar. Sho(h) va Ismoil
M,Shoisroil,"Fors-tojikcha, qadimiy yahudiycha",Qar. Sho(h) va Isroil
M,Shois’hoq,"Fors-tojikcha, qadimiy yahudiycha",Qar. Sho(h) va Is’hoq
M,Shoif,Arabcha,"Ko‘ruvchi, tanuvchi; ziyrak, sezgir"
M,Shoiq,Arabcha,"Juda yaxshi, a’lo; havaf qilishga arziydigan yoki mushtoq bo‘lib kutilgan bola"
M,Shoybek,Fors-tojikcha,"Kuchli, qudratli. Sol: Shoyibek"
M,Shoyahmad,"Fors-tojikcha, arabcha",Qar. Sho(h) va Ahmad
M,Shoyvali,"Fors-tojikcha, arabcha","Qar. Shovali, Shohvali"
M,Shoyjon,Fors-tojikcha,Qar. Shohjon
M,Shoyi,o‘zbekcha,"Kuchli, qudratli yoki Shohimardon, Shoymardon (qar.) ismlarning eq.shakli"
M,Shoyibek,o‘zbekcha,"Kuchli, qudratli"
M,Shoyim,Fors-tojikcha,"Shohimardon, Shoymardon ismlarining eq.shakli"
M,Shoyimxo‘ja,Fors-tojikcha,Qar. Shoyim (Shoyim+xo‘ja)
M,Shoyimqul,"Fors-tojikcha, o‘zbekcha",Qar. Shoyim (Shoyim+qul)
